call count,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
Event,Counter,HWThread 0,HWThread 1,HWThread 2,HWThread 3,HWThread 4,HWThread 5,HWThread 6,HWThread 7,HWThread 8,HWThread 9,HWThread 10,HWThread 11,HWThread 12,HWThread 13,HWThread 14,HWThread 15,HWThread 16,HWThread 17,HWThread 18,HWThread 19,HWThread 20,HWThread 21,HWThread 22,HWThread 23,HWThread 24,HWThread 25,HWThread 26,HWThread 27,HWThread 28,HWThread 29,HWThread 30,HWThread 31,HWThread 32,HWThread 33,HWThread 34,HWThread 35,HWThread 36,HWThread 37,HWThread 38,HWThread 39,HWThread 40,HWThread 41,HWThread 42,HWThread 43,HWThread 44,HWThread 45,HWThread 46,HWThread 47,HWThread 48,HWThread 49,HWThread 50,HWThread 51,HWThread 52,HWThread 53,HWThread 54,HWThread 55,HWThread 56,HWThread 57,HWThread 58,HWThread 59
Runtime (RDTSC) [s],76.3538,76.3542,76.3541,76.3543,76.3542,76.3544,76.3542,76.3542,76.3542,76.3543,76.3541,76.3543,76.3541,76.3541,76.3542,76.3541,76.3541,76.3542,76.3542,76.3544,76.3542,76.3543,76.3542,76.3542,76.3541,76.3543,76.3542,76.3540,76.3540,76.3543,76.3537,76.3539,76.3539,76.3539,76.3540,76.3539,76.3541,76.3542,76.3541,76.3541,76.3541,76.3540,76.3541,76.3540,76.3540,76.3539,76.3540,76.3539,76.3542,76.3542,76.3542,76.3542,76.3542,76.3542,76.3541,76.3541,76.3541,76.3541,76.3541,76.3541,
Runtime unhalted [s],76.0481,75.8873,75.9039,75.9380,75.9501,75.9435,76.0925,75.8691,75.9151,75.9185,75.9511,75.9182,76.0749,75.8602,75.8991,75.9009,75.9105,75.8713,76.1229,75.8073,75.8388,75.8700,75.9193,75.8879,76.0893,75.8553,75.9143,75.8298,75.9079,75.9091,76.2184,75.7661,75.9099,75.9298,76.0257,75.9254,76.2275,75.8415,75.7411,75.8996,75.9182,75.8197,76.1764,75.9300,75.9822,76.0678,76.0231,75.9916,76.2732,75.6890,75.8350,75.8873,75.9286,75.8072,76.2101,76.0083,76.0284,75.7829,75.9054,76.0386,
Clock [MHz],3396.4020,3394.9367,3394.4900,3394.8022,3394.6980,3396.4536,3396.1038,3395.2694,3395.8858,3394.5921,3395.9862,3395.5233,3395.2506,3395.9578,3395.5879,3396.1466,3395.5793,3394.8043,3397.3666,3394.7144,3394.1278,3394.5821,3395.3657,3395.1733,3395.7706,3393.2123,3394.4487,3392.1294,3395.3204,3395.6187,3403.0859,3400.2165,3400.3438,3400.3753,3402.7222,3401.0645,3402.3668,3402.4952,3401.8018,3400.1620,3400.5836,3398.2651,3400.5250,3402.2997,3401.4957,3401.7005,3400.7117,3400.5869,3404.2570,3400.8484,3399.5082,3400.4797,3400.5374,3399.2667,3401.3572,3400.5460,3400.5314,3400.1174,3401.1940,3402.0554,
CPI,1.6354,1.6421,1.6285,1.6167,1.6029,1.5940,1.6319,1.6361,1.6293,1.6149,1.6034,1.5939,1.6276,1.6347,1.6300,1.6163,1.6090,1.5899,1.6315,1.6388,1.6285,1.6195,1.6085,1.5941,1.6278,1.6335,1.6219,1.6125,1.6058,1.5929,1.6276,1.6333,1.6209,1.6107,1.6061,1.5894,1.5892,1.6009,1.6203,1.5777,1.5717,1.5563,1.6207,1.6330,1.6248,1.6092,1.5986,1.5828,1.6055,1.6405,1.6016,1.5915,1.5849,1.5735,1.5548,1.5712,1.5568,1.5775,1.5648,1.5266,
L2D load bandwidth [MBytes/s],43859.6728,43783.3844,43596.1659,43545.5141,43499.9084,43453.0210,43948.0128,43870.6691,43676.7237,43630.2387,43591.9634,43530.8007,43898.2782,43823.5412,43628.8911,43585.8815,43530.6803,43476.9229,43887.0401,43790.0181,43596.1145,43551.5551,43503.5659,43452.7235,43877.6721,43788.1727,43597.0201,43552.9299,43503.2635,43450.5181,43752.5468,43681.5922,43490.1302,43443.2606,43400.0789,43346.7052,43538.6493,43461.0672,43261.3583,43211.4129,43167.2008,43112.7068,43892.1042,43820.7748,43623.9057,43586.1207,43526.8230,43472.5222,43500.1216,43405.6865,43210.1774,43165.9704,43117.1005,43067.8480,43523.8242,43448.5002,43258.2792,43214.9447,43167.4104,43115.7018,
L2D load data volume [GBytes],3348.8531,3343.0470,3328.7469,3324.8877,3321.4029,3317.8285,3355.6154,3349.7107,3334.9030,3331.3581,3328.4269,3323.7651,3351.8144,3346.1088,3331.2486,3327.9603,3323.7459,3319.6448,3350.9581,3343.5597,3328.7469,3325.3472,3321.6813,3317.7997,3350.2419,3343.4144,3328.8147,3325.4413,3321.6499,3317.6352,3340.6675,3335.2608,3320.6419,3317.0637,3313.7683,3309.6922,3324.3526,3318.4333,3303.1821,3299.3677,3295.9910,3291.8285,3351.3408,3345.8906,3330.8614,3327.9725,3323.4470,3319.2979,3321.4157,3314.2086,3299.2768,3295.9040,3292.1734,3288.4128,3323.2211,3317.4720,3302.9478,3299.6365,3296.0070,3292.0589,
L3 load bandwidth [MBytes/s],8880.5020,9063.1121,9033.1775,9022.7614,9023.5312,8836.0699,8947.1437,9071.7815,8997.5483,9035.0877,8978.0887,8892.0841,8975.7022,9043.0994,9001.3596,8964.6917,8972.9971,8871.5489,8916.6463,9095.2571,9026.9055,9019.4301,8972.9148,8863.4198,8942.5323,9054.5997,9043.7653,8987.9936,8961.1017,8835.4638,8865.3635,9055.6985,9013.0508,9011.3984,8916.6266,8843.7473,8875.4102,8946.0587,8914.6752,8943.5032,8946.0705,8827.7212,8983.0423,9035.0046,9006.0041,8972.8304,9010.2669,8879.2642,8807.2434,8997.0609,8942.4880,8914.1499,8880.6699,8762.6013,8897.2525,8978.6778,8973.8330,8920.3126,8888.6202,8762.8482,
L3 load data volume [GBytes],678.0602,692.0070,689.7203,688.9267,688.9850,674.6726,683.1520,692.6688,687.0010,689.8682,685.5142,678.9491,685.3318,690.4781,687.2915,684.4909,685.1251,677.3798,680.8230,694.4627,689.2422,688.6720,685.1200,676.7597,682.7994,691.3574,690.5293,686.2694,684.2163,674.6259,676.9030,691.4381,688.1818,688.0557,680.8198,675.2550,677.6736,683.0688,680.6720,682.8730,683.0688,674.0320,685.8918,689.8586,687.6448,685.1110,687.9699,677.9667,672.4698,686.9638,682.7962,680.6330,678.0768,669.0618,679.3414,685.5590,685.1891,681.1021,678.6822,669.0790,
L3 evict bandwidth [MBytes/s],7310.3414,7204.6000,7147.3699,7090.2666,7250.7419,7547.0799,7335.5145,7303.6451,7124.5881,7241.1989,7151.0720,7383.3690,7340.9001,7256.2308,7260.2285,7191.5684,7140.0492,7262.0240,7276.4354,7216.4733,7177.7520,7232.2846,7198.6221,7457.8064,7309.4875,7153.6581,7196.8708,7216.4864,7212.4795,7320.9769,7254.7843,7147.6996,7071.4089,7267.4148,7120.7827,7490.2370,7426.2355,7276.3273,7084.8596,7066.9785,7052.2129,7314.7931,7414.8962,7290.4949,7289.0400,7151.5407,7166.3965,7304.0828,7176.0551,7085.2497,7092.5370,7116.5567,7101.7799,7396.6246,7281.5754,7094.0092,7136.7633,7172.4217,7179.9186,7240.9488,
L3 evict data volume [GBytes],558.1724,550.1018,545.7311,541.3724,553.6250,576.2526,560.0973,557.6641,543.9925,552.8970,546.0140,563.7522,560.5080,554.0433,554.3489,549.1057,545.1720,554.4859,555.5861,551.0093,548.0516,552.2158,549.6452,569.4351,558.1096,546.2124,549.5112,551.0077,550.7020,558.9883,553.9294,545.7549,539.9298,554.8957,543.7000,571.9092,567.0232,555.5779,540.9581,539.5926,538.4651,558.5139,566.1575,556.6583,556.5476,546.0484,547.1830,557.6954,547.9217,540.9889,541.5447,543.3791,542.2510,564.7636,555.9779,541.6568,544.9213,547.6435,548.2159,552.8758,
Dropped CLs bandwidth [MBytes/s],1569.9770,1858.3931,1885.6953,1932.4017,1772.7072,1288.9305,1611.4423,1768.0123,1872.8587,1793.7958,1826.9454,1508.6564,1634.6168,1786.7479,1741.0205,1773.0244,1832.8725,1609.4662,1640.0324,1878.6581,1849.0395,1787.0408,1774.2131,1405.5480,1632.8629,1900.8074,1846.7729,1771.3991,1748.5350,1514.4182,1610.3696,1907.8716,1941.5195,1743.8729,1795.7458,1353.4365,1448.9358,1669.5563,1829.5792,1876.4015,1893.7343,1512.8158,1567.9575,1744.3672,1716.8385,1821.1731,1843.7774,1575.1102,1630.9805,1911.5899,1849.8169,1797.4674,1778.7869,1365.8987,1615.4818,1884.5001,1836.9297,1747.6544,1708.5147,1521.8181,
Dropped CLs data volume [GBytes],119.8737,141.8962,143.9806,147.5472,135.3537,98.4155,123.0404,134.9952,143.0007,136.9641,139.4948,115.1924,124.8097,136.4256,132.9342,135.3777,139.9473,122.8895,125.2233,143.4438,141.1820,136.4482,135.4687,107.3196,124.6758,145.1348,141.0088,135.2534,133.5077,115.6324,122.9576,145.6735,148.2426,133.1516,137.1123,103.3402,110.6321,127.4776,139.6959,143.2709,144.5943,115.5096,119.7199,133.1894,131.0876,139.0538,140.7798,120.2659,124.5322,145.9580,141.2412,137.2442,135.8179,104.2922,123.3486,143.8893,140.2572,133.4405,130.4520,116.1970,
L3 bandwidth [MBytes/s],16190.8433,16267.7122,16180.5474,16113.0280,16274.2731,16383.1498,16282.6582,16375.4266,16122.1364,16276.2866,16129.1607,16275.4530,16316.6023,16299.3303,16261.5881,16156.2602,16113.0463,16133.5729,16193.0817,16311.7304,16204.6575,16251.7146,16171.5369,16321.2261,16252.0198,16208.2578,16240.6360,16204.4799,16173.5813,16156.4407,16120.1478,16203.3981,16084.4597,16278.8132,16037.4093,16333.9843,16301.6457,16222.3860,15999.5348,16010.4817,15998.2834,16142.5143,16397.9385,16325.4995,16295.0441,16124.3711,16176.6634,16183.3470,15983.2985,16082.3107,16035.0250,16030.7066,15982.4498,16159.2258,16178.8279,16072.6870,16110.5963,16092.7343,16068.5388,16003.7970,
L3 data volume [GBytes],1236.2326,1242.1088,1235.4515,1230.2991,1242.6099,1250.9252,1243.2493,1250.3329,1230.9935,1242.7651,1231.5282,1242.7013,1245.8398,1244.5213,1241.6404,1233.5965,1230.2972,1231.8657,1236.4092,1245.4721,1237.2938,1240.8878,1234.7652,1246.1948,1240.9090,1237.5699,1240.0404,1237.2772,1234.9183,1233.6142,1230.8324,1237.1930,1228.1116,1242.9514,1224.5199,1247.1642,1244.6968,1238.6467,1221.6301,1222.4656,1221.5339,1232.5459,1252.0493,1246.5169,1244.1924,1231.1594,1235.1530,1235.6621,1220.3915,1227.9528,1224.3409,1224.0121,1220.3278,1233.8254,1235.3194,1227.2159,1230.1104,1228.7456,1226.8982,1221.9549,
Memory read bandwidth [MBytes/s],52534.3749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52519.9728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Memory read data volume [GBytes],4011.1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4010.0927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Memory write bandwidth [MBytes/s],69173.5236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69264.4196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Memory write data volume [GBytes],5281.6621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5288.5926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Memory bandwidth [MBytes/s],121707.8985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121784.3924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Memory data volume [GBytes],9292.8618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9298.6853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
TABLE,Region calc,Group 1 Metric STAT,CACHES,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metric,Sum,Min,Max,Avg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Runtime (RDTSC) [s] STAT,4581.2471,76.3537,76.3544,76.3541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Runtime unhalted [s] STAT,4556.5922,75.6890,76.2732,75.9432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clock [MHz] STAT,203887.8006,3392.1294,3404.2570,3398.1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPI STAT,96.3743,1.5266,1.6421,1.6062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2D load bandwidth [MBytes/s] STAT,2.611465e+06,43067.8480,43948.0128,43524.4231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L2D load data volume [GBytes] STAT,199396.1528,3288.4128,3355.6154,3323.2692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L3 load bandwidth [MBytes/s] STAT,537101.8113,8762.6013,9095.2571,8951.6969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L3 load data volume [GBytes] STAT,41009.9382,669.0618,694.4627,683.4990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L3 evict bandwidth [MBytes/s] STAT,433774.7466,7052.2129,7547.0799,7229.5791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L3 evict data volume [GBytes] STAT,33120.4907,538.4651,576.2526,552.0082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dropped CLs bandwidth [MBytes/s] STAT,103319.3932,1288.9305,1941.5195,1721.9899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dropped CLs data volume [GBytes] STAT,7888.8619,98.4155,148.2426,131.4810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L3 bandwidth [MBytes/s] STAT,970876.5577,15982.4498,16397.9385,16181.2760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L3 data volume [GBytes] STAT,74130.4297,1220.3278,1252.0493,1235.5072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Memory read bandwidth [MBytes/s] STAT,105054.3477,0,52534.3749,1750.9058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Memory read data volume [GBytes] STAT,8021.2924,0,4011.1997,133.6882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Memory write bandwidth [MBytes/s] STAT,138437.9432,0,69264.4196,2307.2991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Memory write data volume [GBytes] STAT,10570.2547,0,5288.5926,176.1709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Memory bandwidth [MBytes/s] STAT,243492.2909,0,121784.3924,4058.2048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Memory data volume [GBytes] STAT,18591.5471,0,9298.6853,309.8591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
